INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG001', 'John Doe', '019-25449791', '031125-01-1438');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG359', 'Sophia Davis', '015-4938571', '930315-04-7365');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG360', 'Liam Martinez', '018-3849573', '910514-07-5843');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG361', 'Olivia Harris', '013-3948572', '910813-05-5732');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG362', 'James Thompson', '019-5843752', '920618-09-3748');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG363', 'Lucas Anderson', '014-3849572', '950620-11-5834');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG364', 'Mia Carter', '012-3948571', '900914-07-3846');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG365', 'Charlotte Lewis', '017-3849574', '910820-06-3748');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG366', 'William Brown', '019-4839572', '950217-10-3845');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG367', 'Amelia White', '017-3948573', '880517-04-3748');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG368', 'Lucas Harris', '015-3849571', '900612-08-4739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG369', 'Mia Robinson', '013-5938472', '930915-10-5849');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG370', 'Sophia Martinez', '016-3849574', '920715-06-7384');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG371', 'Liam Lewis', '014-3948573', '900917-05-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG372', 'Olivia Brown', '018-3948572', '950818-03-3749');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG373', 'James Wilson', '019-3849571', '910712-07-4839');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG374', 'Sophia Anderson', '017-4839574', '930913-12-5834');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG375', 'Noah Clark', '012-3948572', '940512-09-4732');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG376', 'Emma Thompson', '018-4839571', '950215-11-3846');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG377', 'Ethan Parker', '017-4938574', '890417-05-7834');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG378', 'Emma Wilson', '016-3948572', '910213-06-4938');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG379', 'Sophia Taylor', '015-3849573', '920515-11-2947');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG380', 'Lucas Anderson', '018-3849574', '900713-09-3746');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG381', 'Liam Robinson', '014-3948573', '910314-04-5764');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG382', 'Charlotte Clark', '019-3849571', '930215-08-3853');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG383', 'Noah Lewis', '013-4938571', '950620-12-5734');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG384', 'Mia Martinez', '017-3948574', '920314-09-4753');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG385', 'James Walker', '012-4839573', '900217-04-3847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG386', 'Amelia Hernandez', '019-3849572', '940517-11-3748');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG387', 'Ava Miller', '019-4839571', '900715-08-3647');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG388', 'Mason King', '017-3849572', '930715-10-5834');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG389', 'Sophia Young', '018-3948572', '910312-09-3857');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG390', 'James Green', '015-4938573', '940813-05-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG391', 'Ethan Garcia', '016-3948574', '920415-07-4837');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG392', 'Olivia Davis', '012-3948573', '950518-11-5739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG393', 'Liam Harris', '014-3948572', '920613-08-3946');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG394', 'Emma Clark', '017-3948574', '910612-09-4739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG395', 'Charlotte Evans', '019-3849571', '900916-07-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG396', 'Lucas Wilson', '015-4839572', '940717-04-3827');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG397', 'Liam Thompson', '018-3948572', '890915-08-3854');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG398', 'Olivia Brown', '017-4938574', '920715-09-3947');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG399', 'James Harris', '015-3849573', '930612-05-3846');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG400', 'Emma Lewis', '012-3948574', '910412-07-3745');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG401', 'Sophia Clark', '014-3849572', '900815-09-3846');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG402', 'Lucas Young', '013-3948571', '940417-06-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG403', 'Mia Martinez', '019-3948572', '950214-07-5847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG404', 'Noah Robinson', '017-4839573', '930913-11-3748');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG405', 'Charlotte Davis', '018-3849573', '920915-12-5739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG406', 'Ethan White', '015-4938572', '910517-08-3745');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG407', 'Lucas Thompson', '017-3948574', '910612-08-5847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG408', 'Sophia Martinez', '018-4938573', '940315-09-3948');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG409', 'James Harris', '015-3948572', '930412-07-3845');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG410', 'Emma Brown', '012-3849571', '900712-05-4739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG411', 'Mason Lewis', '016-4938574', '920613-04-5834');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG412', 'Olivia Garcia', '019-3849573', '930813-10-5739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG413', 'Liam Anderson', '017-3849572', '950613-06-4837');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG414', 'Sophia Wilson', '013-3848573', '930715-08-5734');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG415', 'Charlotte Robinson', '015-3948572', '920815-11-3948');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG416', 'James Clark', '018-3849571', '900812-05-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG417', 'Ethan Brown', '019-4938573', '930715-08-3749');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG418', 'Sophia Williams', '017-3849571', '900817-05-4839');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG419', 'Lucas Anderson', '016-3948574', '950313-09-5734');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG420', 'Olivia Clark', '013-3849572', '920816-07-4837');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG421', 'James Martinez', '012-3948572', '910917-06-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG422', 'Mia Davis', '015-3849573', '930712-10-3854');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG423', 'Sophia Johnson', '018-3849574', '940913-05-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG424', 'Noah White', '017-4839572', '950517-04-5837');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG425', 'Liam Robinson', '014-3948573', '920512-03-3846');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG426', 'Charlotte Thompson', '019-3849572', '950713-07-5839');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG427', 'Liam Brown', '018-3948572', '930815-08-3759');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG428', 'Olivia Harris', '013-3948571', '920913-05-4837');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG429', 'Sophia White', '017-3849573', '950417-09-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG430', 'James Martinez', '016-3849572', '910715-07-3847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG431', 'Lucas Wilson', '012-4839572', '930814-08-5739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG432', 'Mia Thompson', '019-3948573', '900715-04-3748');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG433', 'Charlotte Anderson', '015-3948571', '940315-06-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG434', 'Noah Evans', '013-3849572', '920715-07-3947');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG435', 'Sophia Robinson', '017-3848573', '900912-05-5739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG436', 'James Clark', '014-3948572', '950712-08-4838');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG437', 'Lucas Thompson', '013-3948572', '910917-08-3749');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG438', 'Sophia Robinson', '017-3848573', '950215-11-5739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG439', 'James Harris', '015-3948571', '930713-04-3847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG440', 'Emma Brown', '018-3948572', '900515-07-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG441', 'Mia Davis', '019-3849573', '920914-06-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG442', 'Liam Wilson', '012-3849574', '940815-08-4839');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG443', 'Sophia Martinez', '016-3948572', '930415-03-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG444', 'Noah Taylor', '014-3849573', '910213-07-5837');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG445', 'Charlotte Johnson', '019-4938571', '940712-09-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG446', 'James Clark', '017-3849574', '900713-10-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG447', 'Liam Anderson', '017-3848572', '910512-07-3849');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG448', 'Sophia Harris', '019-4839573', '920813-09-5739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG449', 'James Robinson', '016-3948572', '930712-06-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG450', 'Emma Martinez', '015-3849571', '940614-03-4839');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG451', 'Noah Clark', '018-3948573', '950715-05-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG452', 'Mia Davis', '012-4938572', '930914-08-5834');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG453', 'Charlotte Taylor', '014-3948571', '900512-07-3845');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG454', 'Lucas Johnson', '017-3849574', '920613-10-4739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG455', 'Liam White', '013-3948572', '910917-12-4839');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG456', 'Sophia Martinez', '019-3849573', '930815-07-5734');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG457', 'Liam Harris', '012-3948572', '920617-09-3849');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG458', 'Sophia White', '017-3848571', '930814-07-5849');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG459', 'James Martinez', '014-3948574', '910315-06-4839');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG460', 'Olivia Thompson', '015-3849572', '900916-04-3749');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG461', 'Noah Brown', '019-4839573', '940716-09-5739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG462', 'Mia Davis', '013-3948572', '950917-08-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG463', 'Charlotte Wilson', '016-3948571', '910315-03-3849');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG464', 'Lucas Evans', '018-4938573', '930814-07-5734');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG465', 'Liam Robinson', '012-3849572', '900512-05-3846');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG466', 'Sophia Johnson', '017-3948574', '940915-07-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG467', 'Noah Thompson', '017-3948572', '900613-07-5734');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG468', 'Charlotte Harris', '016-4839574', '920514-09-3847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG469', 'James Brown', '014-3948572', '950716-06-4739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG470', 'Sophia Lewis', '013-3848571', '910815-04-3847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG471', 'Lucas Anderson', '019-3948573', '930315-05-3847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG472', 'Mia Clark', '015-3948572', '920913-10-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG473', 'Olivia Taylor', '018-3848572', '900715-07-3749');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG474', 'Liam Robinson', '012-4938574', '940713-03-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG475', 'Sophia Johnson', '017-3848573', '910314-05-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG476', 'James Wilson', '019-3849571', '950617-09-3846');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG477', 'James Davis', '017-4839572', '910312-05-3948');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG478', 'Olivia Harris', '016-3948571', '920613-04-5839');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG479', 'Liam Robinson', '012-3849573', '940615-07-4734');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG480', 'Mia Clark', '018-3948572', '930715-05-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG481', 'Lucas Martinez', '015-3848573', '950217-08-3847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG482', 'Sophia Taylor', '013-3948572', '910917-06-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG483', 'Charlotte Johnson', '014-3948573', '920912-04-4739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG484', 'James Brown', '019-3849571', '940814-08-5749');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG485', 'Sophia Wilson', '017-4839572', '930517-09-3848');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG486', 'Liam Davis', '016-3948571', '950917-05-5834');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG487', 'Ethan Thompson', '017-4839573', '920717-06-3847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG488', 'Emma Brown', '015-3849572', '910415-09-5748');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG489', 'Noah Johnson', '016-3948572', '930517-04-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG490', 'Sophia Martinez', '018-3948573', '950812-07-5847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG491', 'James Harris', '012-3849572', '910813-08-5734');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG492', 'Mia Robinson', '019-3849571', '930815-03-3849');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG493', 'Lucas Wilson', '017-3849572', '920514-09-5837');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG494', 'Charlotte Davis', '015-4938573', '940914-07-4738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG495', 'Sophia White', '013-3849572', '900917-06-4739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG496', 'Liam Taylor', '018-3948571', '950712-09-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG497', 'Olivia Thompson', '013-3948572', '910817-06-5739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG498', 'Noah Brown', '017-3849573', '930517-05-3949');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG499', 'Charlotte Davis', '016-4938573', '950214-07-3848');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG500', 'James Harris', '012-3948572', '920614-09-3847');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG501', 'Lucas Martinez', '015-3849573', '940812-05-5739');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG502', 'Mia Johnson', '019-3948571', '930715-04-3748');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG503', 'Sophia Wilson', '017-3848572', '920813-07-3949');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG504', 'Liam Taylor', '015-4938571', '950715-10-3848');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG505', 'Emma White', '014-3849572', '900715-08-5738');
INSERT INTO Passenger (PassengerID, PassengerName, PassengerContactNo, PassengerIC) VALUES ('PSG506', 'Noah Robinson', '018-3948572', '910917-06-4739');

SELECT COUNT(*) FROM Passenger;
